civil_status,dob,name,occupation,party,political_career,religion
 : Married, : 28-03-1972,"Hon. SHANTHA BANDARA, M.P.,, M.P.",,United People's Freedom Alliance(UPFA),"1987 - Member Alauwa Pradeshiya Sabha;
2002 - Leader of the Opposition, Alauwa Pradeshiya Sabha; 2004 - Provincial Council Memebr-North Wesetrn Province; 2009 - Minister of Agriculture, Minor Irrigation, Agrarian Services Development; 2010 - Dambadeniya SLFP Organiszer; 2010 - Elected as Member of Parliament.", : Buddhism
 : Married, : 03-10-1942,"Hon. Liyanage, Heenmahathmaya Udagama M.P., M.P.",,Sri Lanka Freedom Party(SLFP),,
 : Married, : 01-11-1946,"Hon. Lokubanda, Herath Mudiyanselage Ariyawardanage M.P., M.P.",,United National Party (UNP),,
 : None, : 30-06-1906,"Hon. (Dr.) Lenora, Robolage Barnes (Dr.), M.P.",,United National Party (UNP),,
 : Married, : 07-04-1922,"Hon. Leo, Akuruddaliyanage Don John Lazarus M.P., M.P.",,Sri Lanka Freedom Party(SLFP),,
 : None,,"Hon. Lenawa, Wanasinghe Rajapakse Senanayake Senevirathna Bandara, M.P.",,Sri Lanka Freedom Party(SLFP),,
 : Married, : 12-04-1932,"Hon. LAKSHMAN KADIRGAMAR, M.P.,, M.P.", : Attorney-at-Law;  President's Counsel,United People's Freedom Alliance(UPFA),-, : Roman Catholicism
 : Married, : 18-08-1964,"Hon. K.D. LALKANTHA, M.P.,, M.P.",,United People's Freedom Alliance(UPFA),, : Buddhism
 : None, : 19-11-1955,"Hon. LALITH DISSANAYAKE, M.P.,, M.P.",,United People's Freedom Alliance(UPFA),, : Buddhism
 : Married, : 04-04-1965,"Hon. LAKSHMAN NIPUNAARACHCHI, M.P., M.P.",,Democratic National Alliance (DNA),, : Buddhism
 : Married, : 21-04-1928,"Hon. HLeelaratne, Hettiarachchige Don Lutus, M.P.",,United National Party (UNP),,
 : Single, : 07-10-1971,"Hon. Hon. L.G. Wasantha Piyatissa M.P., M.P.",,United People's Freedom Alliance(UPFA),,
 : Married, : 20-11-1963,"Hon. M.B. FAROOK, M.P.,, M.P.", : Attorney - at - Law.,United National Party (UNP),, : Islam
 : Married, : 10-07-1924,"Hon. Mustapha, Meeralebbe Poddy Mohamed, M.P.",,United National Party (UNP),, : Islam
 : None,,"Hon. MR. MURUGESU SIVASITHAMPARAM, M.P., M.P.",,Tamil United Liberation Front (TULF),, : Hindu
 : None, : 19-12-1898,"Hon. Murray, John Rose, M.P.",,,,
 : Married, : 25-03-1933,"Hon. Munsoor, Abdul Razak, M.P.",,United National Party (UNP),, : Islam
 : Married, : 22-08-1957,"Hon. M.SATCHITHANANDAN, M.P.,, M.P.",,United National Party (UNP),, : Hindu
 : None, : 09-07-1926,"Hon. Munaweera, Chandrasena, M.P.",,Sri Lanka Freedom Party(SLFP),,
 : Married, : 03-10-1942,"Hon. Munasinghe, Ananda Thilakasiri Mohotti, M.P.",,,,
 : Married, : 21-02-1911,"Hon. Munasinha, Welikala James Charles, M.P.",,Sri Lanka Freedom Party(SLFP),,
 : Married, : 10-11-1947,"Hon. GUNARATNE WEERAKOON, M.P.,, M.P.", : Teacher,United People's Freedom Alliance(UPFA),"Leadrer of Opposition Karandeniya Pradeshiya Sabha; Provincial Council Member - Southern Provincial Council ; Minister of Food & Co-operatives-SPC
Deputy Minister of Regional Infrastructure Developmnt;
Deputy Minister of Housing and Construction", : Buddhism
 : Married, : 20-11-1948,"Hon. Munasinghe, (Major General) Sarathchandra Premalal, M.P.",,People's Alliance (PA),,
 : Married, : 24-05-1937,"Hon. (Mrs.) LARINE PERERA, M.P.,, M.P.", : Businesswoman,United National Party (UNP),"Member of Wayamba Provincial Council for 13 years; Fisheries,  Women\'s Affairs ; Social Welfare Minister for 10 years.", : Roman Catholicism
 : Married, : 26-07-1954,"Hon. (Mrs.) PATHMINI SITHAMPARANATHAN, M.P.,, M.P.",,Illankai Tamil Arasu Kadchi (ITAK),, : Hindu
 : Widow , : 13-03-1938,"Hon. (Mrs.) Amara Piyaseeli Ratnayake, M.P.", : Trained Teacher,United National Party (UNP),, : Buddhism
 : Married, : 09-03-1959,"Hon. (Mrs.) SUJATHA ALAHAKOON, M.P.,, M.P.", : Teacher,United People's Freedom Alliance(UPFA),,
 : Married, : 27-07-1931,"Hon. Moonesinghe, Mangala Nath, M.P.",,Sri Lanka Freedom Party(SLFP),, : Buddhism
 : Married, : 11-02-1930,"Hon. Moonesinghe, Susil Kumar, M.P.", : Company Director,United National Party (UNP),Member - United National Party - 1976, : Buddhism
 : None, : 22-11-1892,"Hon. Motha, George Rosairo, M.P.",,Ceylon Indian Congress (CIC),,
 : Married, : 15-02-1927,"Hon. Moonesinghe, Anil Kumar, M.P.",,Sri Lanka Freedom Party(SLFP),,
 : Married, : 04-06-1964,"Hon. Moragoda, Asoka Milinda, M.P.",,United National Party (UNP),UNP\'s  Colombo East Organiser, : Buddhism
 : None, : 20-08-1936,"Hon. Molligoda, Liyanage Stanley Sumanaratne, M.P.",,Sri Lanka Freedom Party(SLFP),,
 : Married,,"Hon. Monnekulame, M. S. B. T. B. Dharmasena Bandara, M.P.",,Sri Lanka Freedom Party(SLFP),,
 : Married, : 07-02-1888,"Hon. (Sir) Alexander Francis Molamure, M.P.",,United National Party (UNP),,
 : Married,,"Hon. Molamure, Adeline (Mrs), M.P.",,,,
 : None,,"Hon. Molamure, Alexander Francis, M.P.",,United National Party (UNP),,
 : Married, : 10-11-1958,"Hon. M. H. M. Salman, M.P.", : Attorney-at-Law,United National Party (UNP),, : Islam
 : Married, : 28-02-1939,"Hon. Mohideen, Uthuma Lebbe Mohamed, M.P.",,Sri Lanka Muslim Congress (SLMC),, : Islam
 : Married, : 19-01-1947,"Hon. Mohideen Bawa Abdul Azeez, M.P.", : Grama Niladhari,Sri Lanka Muslim Congress (SLMC),"Opposition Leader Pradesheeya Sabha, Potuvil", : Islam
 : Married, : 18-05-1945,"Hon. M.T. HASEN ALI, M.P.,, M.P.", : Engineer,United National Party (UNP),, : Islam
 : Married,,"Hon. Mohamed, Mohamed Izadeen, M.P.",,,,
 : Married, : 27-12-1954,"Hon. MOHOMED SHAFEAK RAJABDEEN,M.P.,, M.P.", : Businessman/Managing Director,United National Party (UNP),Chief Organiser - National Unity Alliance; Gruop Leader - SLMC Municipal Election; in 2000; Colombo District Organiser in 2000;  Group Leader  - SLMC  Provincial Elections in 2004; Contested UNF Alliance 2004 Parliamentary Election in 2004, : Islam
 : Married, : 07-03-1956,"Hon. M. MAHROOF, M.P.,, M.P.", : Businessman,United National Party (UNP),Member of C.M.C.; Deputy Mayor of Colombo, : Islam
 : Married, : 29-08-1956,"Hon. Abdul Haleem, Mohamed Hashim, M.P.",,United National Party (UNP),, : Islam
 : Married, : 16-07-1967,"Hon. M.I. ANVER ISMAIL, M.P.,, M.P.", : Attorney-at-Law,United People's Freedom Alliance(UPFA),-, : Islam
 : Married, : 20-01-1916,"Hon. Abdul Cader, Mohamed Jabir, M.P.",,United National Party (UNP),, : Islam
 : Married, : 12-05-1944,"Hon. M.H. CEGU ISADEAN, M.P., M.P.", : Attorney-at-Law,United People's Freedom Alliance(UPFA),Leader of the oposition North-East Provincial Council - 1989; Founder & Founder Leader S. L. M. C., : Islam
 : Widow , : 15-06-1921,"Hon. M.H. Mohamed, M.P.",,United National Party (UNP),Active politics for the UNP since 1947; Mayor of Colombo, : Islam
 : None,,"Hon. MUSSAMMIL MOHAMED,M.P.,, M.P.",,United People's Freedom Alliance(UPFA),, : Islam
, : 03-08-1946,"Hon. Mohamed Navavi, M.P.",,United National Party (UNP),,
 : None, : 27-03-1925,"Hon. Mohamed Ali, Mohamed Ehuttar Hadjiar, M.P.",,Federal Party (FP),,
 : Married, : 09-09-1944,"Hon. MILROY FERNANDO, M.P.,, M.P.", : Industrialist,United People's Freedom Alliance(UPFA),"Former Provincial Council Member of Socialist United Front;
 Won the General election 1999 as an SLFP candidate", : Roman Catholicism
 : Married, : 12-05-1917,"Hon. Mohamed Abdul Bakeer Markar, M.P.",,United National Party (UNP),, : Islam
 : Single, : 26-02-1952,"Hon. (Ms.) K. THANGESWARY , M.P.,, M.P.", : District Cultural Officer,Illankai Tamil Arasu Kadchi (ITAK),, : Hindu
 : None,,"Hon. Merza, Abdul Majeed, M.P.",,Independent (Ind),,
 : Married, : 16-12-1928,"Hon. Mendis, Thenahndi Wijayapala Hector, M.P.",,United National Party (UNP),,
 : Married, : 03-10-1911,"Hon. Mendis, Merengna Gaulius, M.P.",,The Ceylon Communist Party ((CCP),,
 : Married, : 25-03-1944,"Hon. (Dr.) MERVYN SILVA, M.P.,, M.P.", : Businessman,United People's Freedom Alliance(UPFA),"Engaged in political activities of the Sri Lanka Freedom Party since school days; Actively supported  the President Mahinda Rajapaksha when he was contested the Beliatta Electorate in 1970; Actively engaged in all party campaigns, elections etc.; Elected to Tissamaharama Seat on UNP Ticket; Rejoined the  SLFP.", : Buddhism
 : Married,,"Hon. Meddagama, AJith Kumara, M.P.",,United National Party (UNP),, : Buddhism
 : None, : 28-07-1952,"Hon. MOHAMED MUSTHAFFA, M.P., M.P.", : Accountant,United National Party (UNP),"National Organizer from 1994 to 1999,", : Islam
 : None,,"Hon. Meedeniya Adigar, John Henry, M.P.",,LabourParty (LP),,
 : Married, : 14-12-1959,"Hon. Mawellage, Keerthi Suranjith, M.P.",,,,
 : Married, : 27-01-1907,"Hon. Mathew, Edley Winston, M.P.",,United National Party (UNP),,
,,"Hon. Mediwake, Mutu Banda Weerasekera, M.P.",,Sri Lanka Freedom Party(SLFP),,
 : Married, : 02-02-1940,"Hon. Mathew, Caluadewagey Nanda, M.P.", : Landed Proprietor,United National Party (UNP),"Member of Parliament since 1965.
1965 - 70
1977 - 1989
1989-1994", : Buddhism
 : Married, : 30-09-1912,"Hon. Mathew, Caluwadewage Cyril, M.P.",,United National Party (UNP),,
 : Married, : 25-10-1938,"Hon. Marimuttu, Kathan, M.P.",,,, : Hindu
 : Married, : 14-03-1908,"Hon. Martyn, Cyrillus Xavier, M.P.",,Federal Party (FP),,
 : None, : 05-07-1911,"Hon. Marikkar, Casilamarikkar Abdul Samad, M.P.",,Sri Lanka Freedom Party(SLFP),,
 : None, : 25-09-1885,"Hon. Martensz, James Aubrey, M.P.",,,,
 : Married, : 22-03-1951,"Hon. (Mrs.) Mantilake, Chitra Srimathi, M.P.", : Proprietor,United National Party (UNP),From 17. 05. 1999  Member of the Central Provincial Council From 15. 12. 1999  Oppsition Leader  of the Central Provincial Council., : Buddhism
 : None, : 08-11-1900,"Hon. de Silva, Manikka Wadu Richard, M.P.",,United National Party (UNP),,
 : None, : 15-05-1908,"Hon. Manickarajah, Supramanian Mylvaganam M.p., M.P.",,Federal Party (FP),,
 : Married, : 14-09-1932,"Hon. MANICAVASAGAR KANAGASABAPATHY EELAVENTHAN, M.P.,, M.P.", : Retired Officer  of Central Bank,Illankai Tamil Arasu Kadchi (ITAK),, : Hindu
 : None, : 11-12-1912,"Hon. Manicavasagam, Ponniah M.P., M.P.",,Federal Party (FP),,
 : Married, : 07-01-1932,"Hon. (Mrs.) MRS. MALLIKA DE MEL, M.P., M.P.", : Business,People's Alliance (PA),"Helped husband,Ronnie De Mel, in his Political Career 1967 up to date for 35 years",
 : Married, : 27-12-1925,"Hon. Malawaraarachchi, Don Edwin M.P., M.P.",,United National Party (UNP),,
, : 30-04-1949,"Hon. (Mrs.) MALANI FONSEKA, M.P.,, M.P.",,United People's Freedom Alliance(UPFA),, : Buddhism
 : None, : 23-06-1904,"Hon. (Dr.) Mahmud, Badiuddin (Dr. Al Haj) M.P., M.P.",,Sri Lanka Freedom Party(SLFP),, : Islam
 : Married, : 19-02-1928,"Hon. Mahindasoma, Gamage Don M.P., M.P.",,United National Party (UNP),,
 : Married, : 06-11-1933,"Hon. Mallimarachchi, Weerasinghe M.P., M.P.",,United National Party (UNP),,
 : Married, : 21-09-1942,"Hon. MAHINDA WIJESEKARA, M.P.,, M.P.", : Attorney-at-Law,United National Party (UNP),"President, Deshapremi Shishya Peramuna (affiliated to JVP) 1970/71; 25th respondent of the 71 Insurgency case; Secretary, Mahajana Vimukthi Pakshaya 1976", : Buddhism
 : Married, : 10-01-1966,"Hon. Maheswaran, Thiagarajah, M.P.", : Businessman,United National Party (UNP),, : Hindu
 : Married, : 05-09-1945,"Hon. MAHIEPALA HERATH, M.P.,, M.P.",,United People's Freedom Alliance(UPFA),Member - Kegalle Municipal Council., : Buddhism
 : Married, : 26-08-1939,"Hon. Maharoof, Mohamed Sham M.P., M.P.",,United National Party (UNP),"A Member of the Urban Council, Hambantotta for a period of tewnty five years  and Chairman for 11yeras (from 1963 1990); Chairman from 1965, 19789, 1990).", : Islam
 : Married, : 23-09-1941,"Hon. Majeed, Meerasahibu Abdul, M.P.",,United National Party (UNP),, : Islam
 : Married, : 15-08-1957,"Hon. MR. KANAGALINGAM SIVAJILINGAM, M.P.,, M.P.",,Tamil United Liberation Front (TULF),, : Hindu
 : Married, : 05-01-1939,"Hon. Maharoof, Mohamed Ehuttar Hadjiar, M.P.",,United National Party (UNP),"Chairman - Town Council Kinniya 1966 -71
M.P. Muthur -1977-88
M.P. Trincomalee - 1988 - 94", : Islam
 : Married,,"Hon. M. K.SHIVAJILINGAM, M.P.,, M.P.",,Illankai Tamil Arasu Kadchi (ITAK),, : Hindu
 : Married, : 02-02-1944,"Hon. Mahalekam, Mahalekam Mudiyanselage Thilakaratne Bandara, M.P.", : Politician,,"hief Organizer, Minneriya Electorate", : Buddhism
 : None, : 11-11-1906,"Hon. Mahadiulwewa, Seneviratne Herath M.P., M.P.",,United National Party (UNP),,
 : None, : 07-09-1878,"Hon. Macan Markar, Haji Mahamed (Sir), M.P.",,Independent (Ind),,
 : Married, : 27-04-1911,"Hon. Macan Markar, Ahamed Hussain M.P., M.P.",,United National Party (UNP),,
 : None,,"Hon. Madawala, Godfrey Edward M.P., M.P.",,LabourParty (LP),,
 : None,,"Hon. Mahadeva, Arunachalam (Sir), M.P.",,,,
 : None,,"Hon. PEMASIRI MANAGE, M.P.,, M.P.",,United People's Freedom Alliance(UPFA),, : Buddhism
 : Married, : 19-04-1968,"Hon. M.D. NAMAL KARUNARATNE, M.P.,, M.P.",,United People's Freedom Alliance(UPFA),, : Buddhism
 : Married,,"Hon. MR. M.B. MOHIDEEN ABDUL CAADER, M.P., M.P.",,Sri Lanka Muslim Congress (SLMC),, : Islam
 : Married, : 26-12-1943,"Hon. NANDIMITHRA EKANAYAKE, M.P.,, M.P.",,United People's Freedom Alliance(UPFA),"Member  Miunisiple Counsil - Matale 1983;
Member of Parliament - 1989;Chief Minster; Minister of Environmental and Forest Resources - 1996; Minister Provuincial Council 2000", : Buddhism
 : Married, : 30-11-1962,"Hon. Noordeen Mashoor, M.P.", : Business,United National Party (UNP),"1) 2000 Deputy Minister\r\n2) 2002-2004, Minister (Vanni rehabilitation)", : Islam
 : None,,"Hon. Nugawela Dissawa, Punchi Banda, M.P.",,Independent (Ind),,
 : Married, : 28-07-1957,"Hon. MANO WIJEYERATNE, M.P.,, M.P.",,United National Party (UNP),, : Buddhism
 : Married, : 07-06-1963,"Hon. S. VINO, M.P.,, M.P.",,Illankai Tamil Arasu Kadchi (ITAK),, : Hindu
 : Married,,"Hon. Niyathapala, Polthutuwe Arachchige Jinadasa, M.P.",,Sri Lanka Freedom Party(SLFP),,
 : Married, : 11-01-1967,"Hon. DEEPAL GUNASEKARA, M.P.,, M.P.",,United People's Freedom Alliance(UPFA),, : Buddhism
 : Married, : 13-04-1962,"Hon. (Mrs.) NIRUPAMA RAJAPAKSA,M.P.,, M.P.",,United People's Freedom Alliance(UPFA),, : Buddhism
 : Married, : 29-09-1965,"Hon. NIRMALA KOTALAWALA, M.P.,, M.P.",,United People's Freedom Alliance(UPFA),"Chairman Pradeshiya Saba Dodamgoda 1997-1999
Western Province Council 1999-2004", : Buddhism
 : None,,"Hon. Newnham, Hubert Ernest, M.P.",,,,
 : Married, : 07-01-1948,"Hon. Nawarathna, Nawarathna Henayalage Singappulige Ranjith, M.P.",,,,
 : Married, : 16-06-1961,"Hon. NERANJAN WICKREMASINGHE, M.P.,, M.P.",,United People's Freedom Alliance(UPFA),, : Christianity
 : None, : 07-08-1929,"Hon. Nawaratna, Herath Mudiyanselage, M.P.",,Sri Lanka Freedom Party(SLFP),,
 : Married, : 05-06-1929,"Hon. Navaratnam, Vallipuram Nallathamby, M.P.",,Tamil United Liberation Front (TULF),,
 : Married, : 25-10-1910,"Hon. Navaratnam, Vaithianathar, M.P.",,Federal Party (FP),,
 : Married, : 02-01-1935,"Hon. Navaratnam, Kandiah, M.P.",,Tamil United Liberation Front (TULF),, : Hindu
 : Married,,"Hon. A.M.M.NAUSHAAD, M.P.",,Sri Lanka Muslim Congress (SLMC),, : Islam
 : Married,,"Hon. Natesan, Subbaiya, M.P.",,United National Party (UNP),,
 : Married, : 17-09-1931,"Hon. Nandasena, Maligaspe Koralage Jinadasa, M.P.", : Businessman,Sri Lanka Freedom Party(SLFP),,
 : None,,"Hon. Natesa Iyer, Kodana Ramaiyar, M.P.",,,,
 : Married, : 05-01-1902,"Hon. Nanayakkara, Vithanage Tergin, M.P.",,Independent (Ind),,
 : None, : 18-07-1955,"Hon. (Ven.) නන්දාලෝක ස්ථවිර, පූජ්‍ය අලව්වේ Thero, M.P.",,Jathika Hela Urumaya (JHU),,
 : Married, : 18-09-1925,"Hon. Nanayakkara, Aelian Mahanaga, M.P.",,The Ceylon Communist Party ((CCP),,
 : Married, : 09-10-1909,"Hon. Nalliah, Vallipuram, M.P.",,United National Party (UNP),,
 : Married, : 09-05-1917,"Hon. Naina Marikkar, Mohamed Haniffa Mohamed, M.P.",,United National Party (UNP),, : Islam
 : None, : 06-07-1905,"Hon. Nadarajah, Kandapulle Velupillai, M.P.",,Independent (Ind),,
 : Married, : 31-01-1906,"Hon. (Dr.) Naganathan, Elangai Murugesu Vijayaratnam (Dr.), M.P.",,Federal Party (FP),,
 : Married, : 16-09-1963,"Hon. Nadarajah, Atputharajah, M.P.",,Independent 2-J (Ind),, : Hindu
 : Married, : 25-06-1962,"Hon. MR. NADARAJAH RAVIRAJ, M.P.,, M.P.", : Attorney-at-Law,Illankai Tamil Arasu Kadchi (ITAK),Entered politics in 1987;  Mayor of Jaffna Municipal Council in 1998., : Hindu
 : Married,,"Hon. NADARAJAH MATHANARAJAH, M.P.",,Eelam  People's Democratic Party (EPDP),, : Hindu
 : Married, : 01-08-1970,"Hon. JAYANTHA  WIJESEKARA, M.P.,, M.P.",,United People's Freedom Alliance(UPFA),, : Buddhism
 : Married, : 07-08-1880,"Hon. Obeysekere, Forester Augustus, M.P.",,Independent (Ind),,
 : None,,"Hon. N.D.N. P. JAYASINGHE, M.P.,, M.P.",,United People's Freedom Alliance(UPFA),, : Buddhism
 : None,,"Hon. Obeyesekere, James Peter, M.P.",,Sri Lanka Freedom Party(SLFP),,
 : None, : 07-05-1929,"Hon. Obeyesekere, Sivagamie Verina (Mrs.), M.P.",,Sri Lanka Freedom Party(SLFP),,
, : 06-10-1921,"Hon. Aziz, Abdul, M.P.",,,, : Islam
 : Married, : 19-02-1925,"Hon. Attygalle, Dharmasena, M.P.",,United National Party (UNP),, : Buddhism
 : Married, : 02-04-1951,"Hon. Atukorale, Gamini, M.P.",,United National Party (UNP),, : Buddhism
 : Married, : 25-03-1958,"Hon. Attygalle, Athula Kularatne, M.P.",,United National Party (UNP),, : Buddhism
 : Married,,"Hon. Attygalle, Dhanapala Piyadasa, M.P.",,United National Party (UNP),,
, : 06-02-1905,"Hon. Attygalle, Cyril Eugene, M.P.",,United National Party (UNP),,
 : Married, : 05-02-1938,"Hon. Attanayake, Attanayake Mudiyanselage Rambanda, M.P.",,United National Party (UNP),, : Buddhism
 : Widow , : 27-04-1946,"Hon. (Mrs.) Athulathmudali, Srimani Anoma, M.P.",,People's Alliance (PA),, : Christianity
,,"Hon. Buvanasunthararajah, Thiagarasa, M.P.",,Independent (Ind),,
 : Married, : 26-11-1936,"Hon. Athulathmudali, Lalith William, M.P.",,United National Party (UNP),, : Buddhism
 : Married, : 07-03-1906,"Hon. Corea, Srikumaradasa Charles Shirley, M.P.",,United National Party (UNP),,
 : Married,,"Hon. Corea, George Claude Stanley, M.P.",,Ceylon National Congress (CNC),,
 : Married, : 26-09-1933,"Hon. (Dr.) Cyril, Patabendi Madduma Baduge, M.P.",,United National Party (UNP),,
 : Married, : 04-03-1936,"Hon. Corea, Harindra Jayanthi, M.P.",,People's Alliance (PA),, : Roman Catholicism
 : Married, : 05-08-1901,"Hon. Cooray, Pesteruweliyanarallage Andrew, M.P.",,United National Party (UNP),,
 : Married, : 26-03-1946,"Hon. Cooray, Nawalage Bennet, M.P.",,People's Alliance (PA),,
 : Married,,"Hon. Cooray, Mannamarakkalage Mervyn Joseph, M.P.",,United National Party (UNP),,
,,"Hon. Cooray, Edward Abraham, M.P.",,,,
 : Married,,"Hon. Cooray, Bulathsinhalage Sirisena, M.P.",,United National Party (UNP),,
, : 08-05-1875,"Hon. Coombe, Robert Gorton, M.P.",,,,
 : Married, : 03-06-1938,"Hon. Collure, Darrel Chandra Raja, M.P.", : Attorney-at-Law,People's Alliance (PA),"Member of the Communist Party of Sri Lanka From February,1959; Member of the CC Since General Secretary from 1994-2001", : Buddhism
 : Married, : 04-05-1949,"Hon. Chula Bandara, Rathnayake Mudiyanselage Ranjith, M.P.", : Attorney-at - Law,United National Party (UNP),,
 : Married, : 07-02-1933,"Hon. Choksy, Kairshasp Nariman, M.P.", : Attorney-at-Law,United National Party (UNP),MP in 1989, : Other
 : Married, : 31-03-1898,"Hon. Chelvanayakam, Samuel James Velupillai, M.P.",,Federal Party (FP),,
 : Married, : 22-01-1951,"Hon. Chandrasiri, Somaweera, M.P.",,,,
 : Married, : 06-08-1954,"Hon. Bogollagama, Rohitha, M.P.", : Attorney-at-Law,United National Party (UNP),Member of the UNP Students Front in 1972 ; Chief Organizer of the UNP for Nikaweratiya Electorate; Kurunegala district UNP Candidate in 1989 Parliamentary Election;, : Buddhism
 : Married, : 11-02-1909,"Hon. Chandrasiri, Somaweera, M.P.",,Sri Lanka Freedom Party(SLFP),,
 : Married, : 20-03-1969,"Hon. Herath, Samansiri, M.P.", : Businessman,United People's Freedom Alliance(UPFA),, : Buddhism
 : Married, : 27-02-1925,"Hon. Chandrapala, Debahepuwe Mudiyanselage, M.P.",,United National Party (UNP),,
 : Married, : 03-08-1964,"Hon. MURUGESU CHANDRAKUMAR , M.P.,, M.P.", : Journalist,United People's Freedom Alliance(UPFA),, : Hindu
 : Married, : 12-04-1970,"Hon. Chandranehru, Chandrakanthan, M.P.", : Marine Officer,Illankai Tamil Arasu Kadchi (ITAK),, : Christianity
 : Married, : 15-10-1944,"Hon. Chandra Nehru, Ariyanayagam, M.P.", : Business,Tamil United Liberation Front (TULF),-, : Christianity
 : Married, : 31-08-1962,"Hon. C.P.D. BANDARANAIKE, M.P.,, M.P.",,United People's Freedom Alliance(UPFA),President of the S. L. F. P.'s Youth Federation in Gampaha in 1978, : Buddhism
,,"Hon. Cary, Maurice John, M.P.",,,,
 : Married,,"Hon. Casinader, Prince Gunarasa, M.P.",,Tamil United Liberation Front (TULF),,
,,"Hon. Carron, Thomas Vernon Koertsz, M.P.",,,,
 : Married, : 15-04-1924,"Hon. Canagaratnam, Mylvaganam, M.P.",,Tamil United Liberation Front (TULF),,
,,"Hon. Canagaratnam, Sinnakutty Odayar, M.P.",,,,
 : Married, : 12-12-1890,"Hon. Bulankulame,  Punchi Banda, M.P.",,United National Party (UNP),,
 : Married, : 22-06-1917,"Hon. Cader, Ibrahim Adaham Abdul, M.P.",,Sri Lanka Freedom Party(SLFP),,
,,"Hon. Buhardeen, N.M., M.P.",,Sri Lanka Muslim Congress (SLMC),, : Islam
,,"Hon. Black, Clement Johnston, M.P.",,,,
,,"Hon. (Dr.) Brohier, Eric Stanley, M.P.",,,,
 : Married, : 25-10-1920,"Hon. Beligammana, Ratnayake Mudiyanselage Chandrasena Ratnayake, M.P.",,United National Party (UNP),, : Buddhism
, : 01-06-1915,"Hon. Bauddhasara, Pussewela Liyanage, M.P.",,United National Party (UNP),,
,,"Hon. Batuwantudawe, Upali, M.P.",,,,
 : Married,,"Hon. Batuwantudawe, Charles, M.P.",,Ceylon National Congress (CNC),,
 : Married, : 30-07-1950,"Hon. Bastian, Anura, M.P.",,United National Party (UNP),,
 : Married, : 20-01-1947,"Hon. Basnayake, Bandula, M.P.", : Instructor (Teacher Training),United People's Freedom Alliance(UPFA),, : Buddhism
,,"Hon. Baskaran, Umapathisivam, M.P.",,Independent 2-J (Ind),,
,,"Hon. Baskaran, Thurairajah, M.P.",,Independent 2-J (Ind),,
 : Married, : 15-06-1909,"Hon. Basnayake, Basnayake Appuhamilage Abraham Tissera, M.P.",,Sri Lanka Freedom Party(SLFP),,
,,"Hon. Basheer Ameer, Azeez, M.P.",,Independent (Ind),, : Buddhism
 : Married, : 17-04-1960,"Hon. BASHEER SEGU DAWOOD, M.P.,, M.P.", : Teacher,United National Party (UNP),"High Command member of the Ealam Revelutionery Organization since 1979 to 1994.;
Joined the Sri Lanka Muslim congress as Polite Bureau member in 1994; One iof the Founder Member of the Natioanl Unity Alliance", : Islam
 : Married, : 05-01-1958,"Hon. (Mrs.) ROSY SENANAYAKE, M.P.,, M.P.",,United National Party (UNP),Chief Organiser - Colombo West;Memeber -UNP Woriking Committee from 1997; Leader of the Opposition Western Province- 2009., : Christianity
 : Married, : 01-12-1923,"Hon. Bandaranayake, Samuel Dias, M.P.",,Sri Lanka Freedom Party(SLFP),, : Buddhism
 : Married, : 09-04-1955,"Hon. Bandaranayake, Disanayaka Mudiyanselage, M.P.", : Businessman,United National Party (UNP),MP since 1989 - 2000;, : Buddhism
,,"Hon. Bandaranayake, Ratnasekera Ralahamilage Dias, M.P.",,Sri Lanka Freedom Party(SLFP),,
, : 22-06-1922,"Hon. Bandaranayake, Bandaranayake Mudiyanselage Punchi Banda, M.P.",,United National Party (UNP),,
 : Married, : 08-01-1899,"Hon. Bandaranaike, Solomon West Ridgeway Dias, M.P.",,Sri Lanka Freedom Party(SLFP),, : Buddhism
 : Married, : 05-11-1930,"Hon. Bandaranaike, Felix Reginald Dias, M.P.",,Sri Lanka Freedom Party(SLFP),,
 : Widower, : 17-04-1916,"Hon. (Mrs.) Bandaranaike, Sirima Ratwatte Dias, M.P.",,People's Alliance (PA),, : Buddhism
 : Single, : 15-02-1949,"Hon. Bandaranaike, Anura Priyadharshie Soloman Dias, M.P.",,United People's Freedom Alliance(UPFA),Chief Organizer for Youth's Association of SLFP in 1973; Member of Parliament for Nuwara-eliya Maskeliya in 1977; Member of Parliament for Dompe in 1983; As a U.N.P. Member of Parliament in 1994, : Buddhism
 : Married, : 20-04-1926,"Hon. Bandara, Ratnayake Mudiyanselage, M.P.",,Sri Lanka Freedom Party(SLFP),,
 : Married, : 26-12-1930,"Hon. Bandara, Kulatunga Dissanayake Mudiyanselage Chandrasoma, M.P.",,United National Party (UNP),,
, : 09-03-1914,"Hon. Banda, Mohottalage Dingiri, M.P.",,United National Party (UNP),,
,,"Hon. Bandara, Dissanayake Mudiyanselage Tilakaratna, M.P.",,United National Party (UNP),,
 : Married, : 15-09-1907,"Hon. Balasuriya, Balasuriya Arachchige Punchi Banda, M.P.",,Sri Lanka Freedom Party(SLFP),,
,,"Hon. Bambarapane, Mutu Banda, M.P.",,Independent (Ind),,
 : Married, : 09-04-1903,"Hon. Balasunderam, Murugesu, M.P.",,Federal Party (FP),,
 : Married, : 18-12-1951,"Hon. Balachandran, Vythilingam, M.P.",,Democratic  People's Liberation Front (DPLF),, : Hindu
